data,IT
"#вакансия #fulltime #Java #Middle #Spring #удаленка

MIDDLE JAVA DEVELOPER

Формат работы: удаленный
Занятость: полная
Зарплатная вилка:  от 160000-260000 рублей

💥Ищу в команду финской компании опытного Java разработчика для разработки ПО для крупного международного ритейлера!

✅Точно нужно:
- Опыт коммерческой разработки на Java от 3 лет;
- Разработка на Spring (Spring Data, Spring REST, JPA, Spring Security, Spring Boot);
- Написание unit и интеграционных тестов;
- Опыт работы с контейнеризацией Docker/Kubernetes;
- Maven/Gradle;
- Git, Jira;
- Базовые навыки работы с Linux (работа с файлами, сервисами, bash-скрипты).

➕Будет плюсом:
- Опыт разработки на Vaadin;
- Очереди сообщений;
- CI/CD (GitLab CI);
- Kotlin; 
- Jenkins; 
- PostgreSQL.

✅Что мы предлагаем: 
- ЗП до 260000 рублей; 
- Официальное трудоустройство, возможно оформление по договору ГПХ;
- Сложные задачи и крутая команда для их реализации; 
- Постоянный профессиональный рост.

🤗Пишите, буду рада ответить на все ваши вопросы.
@mariyakostina
Email: kostina.mv@smarthiring.pro",1
"▰▰▰

Педагог-воспитатель в Реджио детский сад в Петербурге. 

Детали: hh.ru/vacancy/39320492?from=share_ios_emp

Контакт: reggiokarton@gmail.com",0
"💻 #вакансия #удаленно #Startup #biotech #B2B #GPU #HPC #ML

🐍 Python Developer, High-performance and GPU Computing

🌇 Город: Москва/Любой

🌇 Формат работы: Полностью удалённо

🌇 Занятость: Полная

🤑 Зарплатная вилка: $1500 - 3000, опционы

Что делать? Помогать в разработке ультра-быстрой библиотеки (на GPU и кластерах) для анализа геномных данных в раке, аутоиммунных и орфанных заболеваниях, а также пайплайнов для разработки лекарств и поиска их побочных эффектов.

Кого ищем? Middle+ разработчика на Python с опытом завершенных проектов по машинному обучению или GPU вычислений и желанием развиваться в сторону управления командой HPC Python разработчиков или биоинформатиков.

Куда расти? Старший разработчик, тимлид команды разработчиков, тимлид команды биоинформатиков, директор по высокопроизводительным вычислениям. Смежные области, куда можно развиваться: биоинформатическая разработка, Machine Learning / Deep Learning / Data Science, single-cell биоинформатика.

Название компании: Immunomind

▶️ Подробная страничка ваканcии с описанием компании:
https://www.notion.so/immunomind/Python-Developer-High-performance-and-GPU-Computing-9393ce5cc01647a59c625f2772d43385

💘 Откликнуться:
https://forms.gle/DXMSQAytwMcZCMaG8",1
"Бухгалтер по реализации в Philip Morris International

teletype.in/@dreamjob/1JG6AqzP6

Отзывы о компании Philip Morris International, этапы отбора и зарплаты на сайте Dream Job:  bit.ly/dj_pmi",0
"#вакансия #iOS #remote #fulltime #Swift 

iOS Developer

Формат: удаленка 
Занятость: полная
Зарплатная вилка: от 120 000 до 150 000 в месяц

Greetty - инновационный стартап, разрабатывающий новое приложение для тех, кому бывает сложно подобрать правильные слова для поздравлений. При помощи AI алгоритмов вы сможете создать уникальную видео-открытку, которая не оставит равнодушными ваших родных и близких - https://greetty.io/


Требования: 

 • Опыт разработки нативных мобильных приложений для iOS от 3 лет;
 • Превосходное знание iOS SDK, Swift (будет плюсом знание Objective-C); 
 • Опыт работы над мобильными приложениями на всех уровнях (network, UI и всего, что между ними);
 • Опыт работы над международными приложениями с клиент-серверной архитектурой;
 • Уметь и любить писать тесты;
 • Степень бакалавра / магистра в области компьютерных наук или в эквивалентных специальностях;
 • Опыт работы со структурами данных и алгоритмами.


Условия:

 • Конкурентоспособная заработная плата, исходя из вашего опыта;
 • Компенсация расходов для обустройства и поддержания вашего домашнего офиса, а также приятный денежный бонус на обеды;
 • Кроме зарплаты, предлагаем опцион, который превратится в очень существенный денежный эквивалент на следующих стадиях привлечения инвестиций;
 • Тимбилдинг.


Контакты: 
Email: arahamianati@gmail.com
Telegram: @Natia_AE",1
"Всем привет! Меня зовут Дмитрий. Я ищу Team Lead отдела разработки!

👑 Известная компания QIP.ru занимается новыми проектами в сфере интернет-маркетинга, арбитража трафика и мобильной разработки. И уже сотрудничают с США, Европой и Азией!

🙏🏼 Мы ценим каждого сотрудника и стремимся создавать максимально комфортную среду - ты сможешь поучаствовать в разработке новых проектов без тонн легаси, современные инструменты и профессиональный рост гарантированы))

🤖 Что делать? 
• Руководить технической реализацией IT- проектов;
• Управлять командой(ами) разработчиков, распределение обязанностей;
• Ставить задачи разработчикам, контроль работы, наставничество;
• Участвовать в проектировании и разработке новых высоконагруженных сервисов; в проектировании архитектуры новых высоконагруженных сервисов; в организации процессов, стандартов и правил разработки; в организации процессов, стандартов и правил обеспечения качества;
• Взаимодействовать с подрядчиками и фрилансерами (дизайнеры, SEO, SMM, …);
• Обеспечивать непрерывную работу IT- инфраструктуры и сервисов;
• Проводить технические собеседование, набор, формировать команду.

🤓 Каким мы тебя видим:
• Не менее 5 лет опыта в разработке коммерческого ПО из них не менее 3х тимлидом;
• Наличие завершенных проектов разработки высоконагруженных систем и сервисов;
• Успешный опыт управления командой разработки и смежниками от дизайна и digital;
• Широкий кругозор в технологиях, технологических стеках, фреймворках, средах и инструментарии разработки, сетевых протоколах и технологиях;
• Глубокое понимание современных принципов и технологий разработки Web и мобильных приложений, высоконагруженных и микросервисных систем;
• Умение внедрять стандарты, ставить задачи, принимать работу и проводить code review;
• Знания основных приёмов проектирования Web и микросервисных (MSA) приложений;
• Умение понять проблемы / задачи бизнеса и предложить решение со стороны ИТ;
• Понимание архитекторы высоконагруженных систем и БД/СХД;
• Глубокое понимание принципов инфобезопасности, методов защиты информации;
• Прекрасное знание стека PHP/Web (на уровне Full stack с фокусом на Backend);
• Знания: PHP, node.js, redis, MVC, YII2, SQL, MySQL;
• Знание и практическое применение Agile (SCRUM / Kanban / Lean);
• Хорошее владение как минимум одним из трекеров задач;
• Владение инструментами и подходами CI/CD (DevOps).

🤩 На каких условиях:
- классный офис в бц Москва-Сити
- мощщщное железо
- ЗП до 300К на руки
- бесплатное 4-разовое питание
- помощь с релокейтом
- оплата фитнес клуба 
- электросамокат - заботимся не только о сотрудниках, но и об экологии
- ежегодная вакцинация сотрудников помогает не болеть всю зиму!

Писать: @baranov1980
Звонить: +7 9661272089",1
"#вакансия #QA #middle #remote # QAengineer #Россия #fulltime #Postman 
Вакансия: QA manual mobile
Компания: Лига Ставок
ЗП: от 120 тыс.руб.
Формат работы: удаленка
Занятость: полная
Мы развиваем букмекерский бизнес в России, поддерживаем отечественный спорт и создаём новую сферу развлечений, содержим благотворительный фонд «Созвездие Добра» имени Олега Журавского для поддержки детско-юношеского спорта, помощи детям-сиротам и детям, находящимся в сложной жизненной ситуации.

👍 Чем предстоит заниматься:
• Проводить ручное тестирование задач по мобильным приложениям (Android, iOs);
• Составлять тест-дизайн, тест-кейсы, чек-листы;
• Заводить и проверять баги приложения;
• Ставить задачи команде автоматизаторов, разбирать результаты автотестов;
• Участвовать в планировании задач на команду, оценивать задачи;
• Проводить ревью ТЗ, взаимодействовать с аналитиками, разработчиками команды;
• Предоставлять отчетность о проделанных работа
👍 Что важно уже знать и уметь:
• Опыт тестирования мобильных приложений (IOS и Android, знание особенностей мобильных приложений, умение работать с Charles, Android Studio);
• Понимание принципов, методов тестирования, тест-дизайна;
• Опыт ревью ТЗ, тест-кейсов;
• Опыт проведения приемочного тестирования;
• Опыт работы с: GIT, CI/CD системами;
• Опыт тестирования API;
• Опыт работы с БД (mssql) на уровне простых запросов
👍 Условия:
• ДМС
• Удалённый формат работы.
• Удобный график работы.
• Оформление согласно ТК РФ, полный соц.пакет.
• Возможность прохождения профильных курсов за счёт Компании.
Контакты для связи: 8-977-572-09-19 (вотсап, телеграмм) Алёна",1
"#вакансия #РФ #Москва #удаленка #полнаязанятость #python #middle #senior

🙌Наши вакансии: Middle и Senior Python Developers
🥇Компания: ГК ""Цифра"", zyfra.com
💸Зарплата: от 150к до 250к + кварт.премии
🏡Формат работы: Удаленка по РФ или работа в офисе в Мск (м. Университет)

Всем привет!👋
Мы - компания 💥""Цифра""💥 - №1 в РФ по цифровизации горной промышленности. Наши клиенты - крупнейшие промышленные компании (Норникель, СУЭК и др.)
В 2020 году мы стали лучшей IIoT компанией на IoT AWARD 2020. 
Наши решения применяются более чем в 20 странах. 

В связи с мощным расширением ищем 🚀Python-разработчиков 🚀 – Middle и Senior

Чем нужно будет заниматься: 
• Разрабатывать программный код для продуктов, применяемых в крупных российских горнодобывающих компаниях 
• Проводить сodereview 
• Проектировать прикладные модули системы 
• Организовывать и проводить рефакторинг существующего функционала

Что ждем от вас: 
• Экспертные знания Python, Django, SQL, Redis, Celery
• Опыт проектирования высоконагруженных систем (веб-приложения, аналитические системы реального времени)
• Опыт работы с nginx, uwsgi, IIS 
• Понимание принципов DevOps и процессов интеграции ПО
• Опыт применения систем CI: GitLab CI, Jenkins, Travis CI.

Что предлагаем: 
• Официальное трудоустройство, у нас все «белое». Оклад, кварт.премии, отпуска, больничные.
• Удаленная работа (смотрим кандидатов из регионов РФ). Если вы из Москвы – работа удаленно или в нашем классном офисе (ст. м. Университет, БЦ Капитолий). 
• ДМС после испытательного срока; 
• Развиваем наших сотрудников: курсы повышения квалификации, проф. литература и др. 

Пишите и Вэлком!🤗

👉Контакты: @Alexkop_3, cielsun@yandex.ru",1
"#вакансия #Java #разработка  #Java_разработчик #Банк_Открытие
Локация: #Москва 
Режим работы: гибкий офис 50/50%.
З\п: 250 000-350 000 рублей 
Обязанности:
• Участие в командной разработке ДБО для банка «Открытие»;
• Развитие финансовых сервисов для клиентов;
• Формирование технологических стандартов реализации ПО;
• Контроль качества работы сотрудников.
Требования:
• Уверенное знание концепций ООП, функционального программирования;
• Хорошее знание Java SE, опыт работы с Java 8S;
• Groovy, Kotlin - как плюс;
• Опыт работы с RxJava;
• Опыт работы со Spring/Spring Boot/Cloud;
• Опыт работы: JMS, Hibernate, Hazelcast, PostgreSQL;
• Микросервисная архитектура; опыт разработки REST/SOAP API;
• Знание реляционной модели работы с данными;
• Опыт работы с нереляционными моделями – как плюс;
• Опыт написания скриптов сборки: Gradle/Jenkins/JenkinsPipeline; хорошее знание GIT;
• Уверенная работа с *nix OS.
Мы предлагаем вам:
• Разнообразный социальный пакет: ДМС, страхование жизни, страхование для выезжающих за границу, льготные условия приобретения банковских продуктов, скидки в фитнес-клубах и в компаниях-партнерах;
• Ст.метро Динамо (Работа в офисе и удаленно 50\50%).
Резюме в личку @Irinaorlova7 или на почту sb96sb@gmail.com",1
"Компания ""Румикон"" в поисках руководителя отдела консультантов 1С.
Основные задачи: работа с персоналом (подбор, адаптация и обучение);
Распределение задач внутри отдела;
Помощь по решению задач сотрудникам (от простых задач по типовым продуктам до внедрения и разработок на сложных конфигурациях, как ERP, КА);
Контроль, анализ и корректировка работы сотрудников.
Условия:
Современный офис в 10 минутах ходьбы от метро Новочеркасская (Санкт-Петербург);
График работы 5/2 c 10:00 до 19:00;
ДМС со стоматологией;
Уровень дохода: от 130 т.р. по результатам собеседования;
Если у тебя есть успешный опыт внедрения БУ, НУ в 1С:ERP 2.4 в роли аналитика, ты умеешь и любишь управлять командой и готов развиваться вместе с нами, то пиши!
Контакты для связи:
89618002456 - whatsapp;
@Ellinmur - telegram.",1
"Директор по маркетингу
в Scloud.ru — разработчик облачных сервисов.
От 100К, Тула.
Описание вакансии https://is.gd/FsydWb
#marketing #CMO #вакансия #тула",0
"• Тест-инженер группы автоматизированного тестирования (Java/Python) в Инфосистемы Джет, Пермь",1
"Младший специалист по digital-коммуникациям
в ЦИАН.
Москва.
Описание вакансии https://is.gd/rN6rc9
Откликаться на GeekJob.ru
#junior #marketing #вакансия #москва",0
"Middle+ Project / Product Manager
в PHYGITALISM — молодая технологическая компания, разрабатывающая проекты на стыке xR, machine learning и интерактивных технологий.
80К — 130К.
Удаленная работа/Москва.
Описание вакансии https://is.gd/tp8sD8
Откликаться на GeekJob.ru
#project #product #вакансия #москва #remotework",1
"Подборка remote-вакансий с GeekJob.ru
🔹Distributed Systems Engineer $5К-$6К
🔹Senior Frontend Developer $5К-$6К
🔹Senior Ruby on Rails Developer $5К-$6К
в облачную платформу интеграции корпоративных сервисов.
Удалённая работа или релокация в Сингапур/Барселону.
🔹Продуктовый аналитик 60К-120К
в Мегаплан — российская ИТ-компания, работающая на рынке облачных технологий. Флагманский продукт — CRM-система «Мегаплан» — автоматизирует управление бизнесом. Входит в топ-5 лучших CRM российского рынка.
🔹Customer Success Manager
в Cindicator — финтех-компания, разрабатывающая аналитические продукты на основе технологии гибридного интеллекта, помогая трейдерам и инвесторам эффективно управлять активами на традиционных финансовых и крипторынках.
🔹2D Promo Artist
в Crazy Panda — одна из ведущих компаний-разработчиков мобильных и социальных игр в России.
#gamedev #2Dartist #designer #devops #go #golang #ruby #java #developer #senior #rubyonrails #ror #javascript #js #frontend #angular #react #vue #analyst #productanalyst #account #customer_success #remotework #relocation #вакансия #барселона #сингапур

Больше вакансий из IT & Digital вы можете найти в наших тематических каналах: https://is.gd/Re9p0b",1
"Team Lead (C#, JavaScript)
в Тандер, Магнит — российская холдинговая компания, занимающаяся розничной торговлей.
245К.
Краснодар.
Описание вакансии https://is.gd/ZugdUe
Откликаться на GeekJob.ru
#csharp #teamlead #javascript #js #вакансия #краснодар",1
"#вакансия #java #TechLead #СПб #fulltime

‼️Вакансия: Engineering Tech Lead (Java)‼️
Компания: ProlevLLC
Формат работы: частичная удалёнка
Локация: Санкт-Петербург
ЗП: 300к-450к
✅@darinadeineko


Всем добрый день! У меня немного не стандартная вакансия:)

✅Нам нужен коммуникатор, управленец от разработки с мощным бэкграундом разработчика, но который сейчас писать уже не хочет (не более 10% времени с учетом ревью), а готов заниматься оперативными и стратегическими коммуникациями по IT-продукту с иностранным заказчиком в Сан-Франциско.

✅Предстоит общаться, обсуждать нововведения, обсуждать все слабые и сильные стороны, принимать стратегические решения. 

✅Плюсы вакансии:
- иностранная компания со всеми соответствующими подходами и уровнем оплаты
- нет авралов, работа более-менее размеренная, разработка выстроена, планирование квартальное и годовое
- при этом очень достойный регулярный уровень оплаты, не зависящий от сроков и прочих ""челленджей"" 
- общение с ТОПовыми лицами в IT иностранных компаний (IT директор, руководитель разработки и т.д.) 

✅Что может вызвать сомнения и ""подходит не всем"":
- нет так называемого полноценно руководства - IT-команда более-менее автономна, работает как часы, без нареканий и срывов сроков, поэтому что-то сильно кардинально менять нет необходимости, скорее вместе коммуницировать и работать над развитием продукта
- позиция промежуточная между разработкой и управлением, т.е. на ней техническим директором вы не станете, это ближе к большому опыту коммуникаций, экспертности и ""управления"" в целом продуктом. 

✅Основные критичные требования вакансии:
- свободный английский
- большой опыт java-разработки - техническая экспертность в этой позиции максимально важна
- продвинутые коммуникативные навыки очень важны - много общения 

Сильно подробнее и официальнее вот здесь, если заинтересуетесь пишите!
✅@darinadeineko",1
"Financing Services Manager в Siemens

teletype.in/@yojob/rJqwrmYeU

Отзывы о компании Siemens, этапы отбора и зарплаты на сайте Dream Job (Your Career): bit.ly/dj_siemens",0
"Внимание! Вакансии нет на российских job ресурсах: Communications Manager (EMEA) в Instagram (Лондон, Великобритания)

Instagram is seeking an experienced Communications Manager to join the EMEA team.

A successful candidate will develop and deliver proactive and positive Instagram communications campaigns with traditional and social platforms. He or she will also route and escalate incoming media requests from across EMEA.

Подробнее по ссылке

#медиа #middle #лондон #instagram",0
"#вакансия #Москва #java #junior #удаленка #fulltime 
Java-разработчик (Junior) 
Компания - поставщик технологичных решений платёжной индустрии, ритейла и финтеха
Оклад: 120к - 150к на руки 
Формат работы, занятость: удаленка, полная занятость
Откликнуться: Валерий Гребенюк, telegram @vgrebenyuk 

Компания - поставщик технологичных решений для платёжной отрасли, ритейла и финтеха ищет Java - разработчика (Junior). 

Чем ты будешь заниматься:
- Разработка программных модулей, составляющих платежное решение Компании.
- Обеспечение технической поддержки второго и третьего уровня.

Ожидаем от кандидата:
- Нам нужен человек с опытом от 1 года коммерческой разработки, отлично знающий: Java (Collections, I/O, Exceptions, GC, Generics)Multithreading (synchronization, JMM, java.util.concurrent)
- Также необходимо знать стандартные фреймворки, алгоритмы, структуры данных, шаблоны проектирования, и при этом иметь желание улучшать и оптимизировать существующий код.
 - Опыт работы с J2EE (Servlet, JDBC, Spring), СУБД (SQL, NoSQL), Web Basics (HTML, CSS, HTTP, JavaScript).

Плюсом будет: 
- Опыт построения распределенных систем.

Мы предлагаем:
- Удаленный формат работы из других регионов (оговаривается по результатам собеседования);
- Оформление по ТК РФ, белый оклад, полная занятость;
- Участие в интересных и технически сложных проектах;
- Возможности для профессионального и карьерного роста. ",1
"#вакансия #iOS #москва #fulltime

Вакансия: Middle iOS разработчик в SberStore
Название компании: СБЕР
Город: Москва
Расположение офиса: м. Кожуховская 
Формат работы: офис/удаленка
Зарплатная вилка: от 150 000 - 250 000 р.
Социальный̆ пакет (ДМС), обучение за счет компании, льготное кредитование

Команда разработки продуктов для сотрудников Экосистемы Сбера находится в поиске iOS разработчика. Вам предстоит участвовать в создании продуктов для более чем 350 тысяч пользователей.
У нас поощряется инициатива, желание обучаться и внедрять новые идеи на практике.
Мы работаем как по Scrum, так и по Kanban. Используем технологии, которые лучше всего решают поставленную задачу, а не только хорошо знакомые.
Автоматизируем всю рутину. Постоянно улучшаем наши технологические и бизнес-процессы.

Задачи:
Поддержка и разработка существующего магазина внутренних приложений Сбера
Модуляризация и вынос фич в отдельные SDK
Разработка SDK, обеспечивающего соответствие мобильных приложений требованиям безопасности

Требования:
Опыт разработки 3 года
Отличное знание Swift и iOS SDK
Понимание механизмов работы с памятью и жизненного цикла объектов в iOS. Использование инструментов для поиска утечек и оптимизации.
Понимание ООП, шаблонов проектирования, SOLID
Знание и понимание презентационных шаблонов проектирования: Viper / MVP
Умение работать с внешними зависимостями: CocoaPods, SPM
Верстка UI кодом / Xib / Storyboards; знание UIKit, таблиц / коллекций, CoreGraphics / Animation
Работа с персистентными структурами данных: Keychain, UserDefaults и Core Data
Работа с сетью – запросы, ответы, очереди, ошибки

Будет плюсом:
Опыт написания Unit / UI-тестов
Глубокое понимание многопоточности в iOS
Опыт работы с BackgroundTasks
Основы криптографии: сертификаты, идентичности, SSL-пиннинг, AES-шифрование
Навыки настройки СI / CD
Оптимизация пользовательского интерфейса, 60 FPS как стандарт
Примеры твоего кода: библиотеки, сниппеты, пет-проекты

Для связи: ТГ – @anettakova  
Почта – Kuptsova.A.Alek@sberbank.ru",1
"#vacancy #office manager #Kharkov #Kharkivl #fulltime  #харьков

Hello!✋
DigitalSuits is looking for OFFICE MANAGER - communicative, initiative and responsible person who will become a part of our friendly team. 

Requirements:
-1+ year experience in office management (will be a plus: in the IT company);
— Good knowledge of PC (Apple), confident user of Google Docs;
— Good communication skills;
— Good organization skills;
— Intermediate English will be a plus.

We offer:
— Competitive salary;
— Flexible working hours;
— 18 working days of vacation, paid sick leaves;
— Fully paid English classes (twice per week);
— Office in the innovative park Unit.Kharkiv;

I'll be glad to provide more detailed information
☎️ Telegram @Kateryna_Prykhodko",0
"Team Lead
в Skillbox — онлайн университет современных профессий.
200К-250К, Москва.
Стек: Python Django, Celery, RabbitMQ, SQL (PostgreSQL) / NoSQL.
Описание вакансии http://amp.gs/9aBx
#python #developer #django #senior #teamlead #вакансия #москва


Больше вакансий для Python разработчиков:
Telegram @forpython
VKontakte http://amp.gs/9aBf",1
"#Вакансия #PHP #Fulltime #remote #postgresql #Laravel

Компания: https://www.helastel.com/

Сегодня мы в поисках кандидата на позицию Senior PHP developer для работы в русскоязычной команде, где мы разрабатываем продукт в категории AI-Driven Application Development.

Формат работы: Полная занятость, удаленная работа
ЗП: 180 000-250 000+ (возможна привязка к фунтам и выплаты в любой валюте)


✅Проект:
Платформа для enterprise-grade предприятий это решение по разработке программного обеспечения при помощи искусственного интеллекта без использования кода.

🔷Чем занимаемся:
Разработка Low-code platform (ПО, которое предоставляет пользователям среду для организации бизнес-процессов через графический пользовательский интерфейс и их конфигурацию)

❕Что для нас важно:
-Опыт проектирования и разработки информационных систем.
-Понимание микросервисной архитектуры, паттернов проектирования, алгоритмов и структур данных.
-Богатый опыт разработки на PHP (Laravel), Docker, PostgreSQL или Mysql, ElasticSearch, RabbitMQ, Linux

➕Как плюс:
Знание GraphQL, WebSocket
Умение доносить бизнесу сложные технические вещи понятным языком

✅Условия:
-Удаленная работа, полная занятость.
-Заработная плата по результатам собеседования.
-При желании возможна организация командировок в головной офис в г.Бристоль
-Возможность релокации с оформлением рабочей визы.
-Двухнедельные спринты и минимум формализма. 

По всем вопросам:
@DanilPKharitonov",1
"#вакансия #bigdatadeveloper #москва #модельbatch
#machinelearning #офис #fulltime
Big Data Developer
Иннотех - Технологический Партнер Группы ВТБ
Формат работы: офис + удаленка (обсуждается индивидуально)
Занятость: полная
Оклад: 190k - 320k gross 
Откликнуться: Валерий Гребенюк, @vgrebenyuk

Ищем Big Data Developer на стрим Применение моделей batch, который отвечает за внедрение обученных моделей в промышленную эксплуатацию. Доработка моделей и адаптация под бизнес заказчика.

Чем ты будешь заниматься: 
🔸 Разработка кода для применения ML- решений в промышленной среде;
🔸 Участие в code review;
🔸 Участие в проектировании решений; 
🔸 Участие в системном анализе, оценке и обсуждении требований заказчика;
🔸 Написание технической документации;
🔸 Написание unit-тестов;
🔸 Участие в развертывании ПО на тестовых и продуктивных средах; 
🔸 Использование методов распределенной обработки данных на кластере; 
🔸 Поддержка и устранение ошибок; 
🔸 Работа в Agile - команде. 

Ожидаем от кандидата:
✔️ Высшее техническое | экономическое образование; 
✔️ От 2 - х лет опыта работы в разработке приложений Big Data;
✔️ Понимание ML-алгоритмов;
✔️ Уверенное знание Python или Scala | Java (опыт работы с ML-библиотеками для работы с данными pandas, numpy, sklearn и др.);
✔️ Знание принципов ООП;
✔️ Опыт работы с кластером Hadoop;
✔️ Уверенное знание MS SQL | Oracle или любой другой СУБД;
✔️ Опыт работы с корпоративными хранилищами данных и понимание принципов их построения; 
✔️ Опыт проектирования баз данных;
✔️ Понимание методик unit-тестирования; 
✔️ Умение разбираться в чужом коде; 
✔️ Опыт работы с системами контроля версий; 
✔️ Английский - умение работать с технической литературой. 

Будет плюсом:
🔹 Знание паттернов интеграции;
🔹 Опыт работы с гибкими методологиями разработки (Agile | Scrum);
🔹 Опыт работы со Spark API (либо другими фреймворками распределенной обработки данных H2O и др.);
🔹 Опыт работы с СУБД класса NoSQL (ClickHouse, HBase);
Hive | Impala, другой инструментарий стека Big Data;
🔹 Понимание принципов CI/CD. 

Приятные бонусы:
✅ Оформление по ТК РФ и бессрочный трудовой договор, полностью официальная заработная плата;
✅  Комфортабельный офис в Москва-Сити и в шаговой доступности от метро;
✅  Участие в долгосрочном и масштабном проекте;
✅  Помощь с переездом и предоставление релокационного бонуса;
✅  Пакет льгот для сотрудников от партнеров Банка;
✅  Корпоративные скидки на спорт, серфинг, английский.",1
"#fulltime  #backend #senior #job #работа #вакансия #java #spring #удаленка
Java-developer
Удаленная работа
180-220к на руки

Большая транспортно-логистическая компания стремится стать ещё известнее, круче и просто вау. На долгую перспективу ищем в команду спеца-backend для мобильных и веб-приложений, который знает, умеет и практикует:

- Java 8, Spring (senior,  более 3-х лет)
-  PostgreSQL-  обязательно, Oracle - будет плюсом
- любые очереди
- REST API
- рефакторинг и оптимизацию кода
- unit-тесты 

От нас - стабильная зп, долгие проекты на современном стеке, адекватность.

Резюме можно присылать в мессенджеры или на почту.

Telegram, WhatsApp, Viber: +79045538033 (Надежда)
E-mail: petrovskaya.na@smarthiring.pro",1
"Junior Product Analyst
в Сравни.ру — финансовый супермаркет, который создает удобные сервисы и рекомендации для того чтобы помочь людям принимать правильные решения в жизни.
Москва.
Ищет Роман Романчук, его пост https://is.gd/Ve1g7g
#junior #productanalyst #analyst #вакансия #москва

Больше вакансий для аналитиков:
Telegram @foranalysts
Facebook https://is.gd/avQHMi
LinkedIn https://is.gd/KJAAld",1
"#Java #Kotlin #WMS #Middle #Senior #TeamLead #Remote #Office
Компания: #Утконос
Локация: #Москва
З/п: до 400 000 Gross
Контакт: @RecruiterTatianaK
Middle/Senior/Team Lead Java в Утконос Онлайн
📍Наш проект:
За год «с нуля» мы собрали сильную команду и разработали первый релиз WMS на микросервисной архитектуре - ключевой системы для бизнеса по управлению складами. Нас ждут высокие нагрузки и множество нетривиальных задач, так как впереди масштабирование, захват регионов и ещё большая автоматизация.
В процессе разработки решаются разнообразные задачи, поэтому скучно не будет.
📍Что нужно делать?
В зависимости от уровня и интересов предложим соответствующую роль в одной из scrum команд.
Всем кандидатам предстоит писать много подуктового кода, иногда работать над end to end тестами и поддерживать продуктив.
📍Наш стек:
CI/CD: GitLab, Kubernetes, Helm, Werf
Backend: Java, Kotlin, Spring Boot, Camunda BPM, Kafka
Frontend: React, React Native
Logging/Monitoring: ELK, Grafana, Prometheus
📍Что предлагаем?
Удаленная работа или офис в 10 минутах  от м. Краснопресненская/ м.Улица 1905 года
Гибкий график
Сплоченный и профессиональный коллектив
Оформление по ТК РФ, ДМС
Корпоративные скидки на utkonos.ru, tui.ru, фитнес, кино и др.",1
