id,data,label
10055,"#wordpress #developer #kyiv #office #frontend #html  #mediabuyer 

Всім привіт!
 
Ми - Американська продуктова компанія, яка має в активній розробці 5 власних продуктів, та на території США є однією з ТОПових компаній в Digital Marketing сфері - EPC Network

Шукаємо:
🌟 Wordpress/Frontend Developer (1+ year of exp.)
🌟 HTML Developer (0,5 + year of exp.)
🔥 Senior Media Buyer!

Класні умови, ЗП та атмосфера!☄️

Пишіть у ПП 😉",Frontend-разработчик
10056,"#вакансия #scrummaster #скрам-мастер #россельхозбанк #москва
Ребята, привет! 
Помимо Agile-коучей мы стартовали набор Скрам-мастеров. Приглашаем как ребят с уже серьезным опытом за плечами, так и проактивных «новичков» с опытом от 6 мес. От вас - зрелость и быстрая самообучаемость. От нас - всевозможная поддержка и наставничество. 

Описание вакансии:
Локация: Москва (м. Деловой центр / Международная). Работа из офиса.
Чем предстоит заниматься:
- Работать с 1-2 Agile-командами, в которых выстраивать эффективные взаимодействия и рабочие процессы
- Помогать Agile-командам в устранении препятствий
- Менять «Мир и людей» вокруг себя.

Необходимые навыки и опыт:
- Опыт работы в роли Scrum Master, Service Delivery manager
- Высокий уровень самоорганизации, включая навыки и желание самостоятельно выявлять и решать проблемы
- Быстрая самообучаемость

Контакт: по всем вопросам пишите мне на @ss_sm777

Описание вакансии на hh: https://hh.ru/vacancy/44823135",SCRUM
10057,"#vacancy #Java #ML #AI #remote #teamlead #senior #middle

Company: b2b product for poker apps analytics with ML
Position: Team Lead\ Senior \ Middle ML specialist
Format: remote fulltime
Salary: 6k$+

Requirements:
Graduate of mathematics or physics faculty
You love and know how to program
Programming for you is not a goal, but the way of accomplishing tasks
The programming language does not play a decisive role for you
Java
You know and love mathematics, especially probability theory and math statistics
You have experience in machine learning and artificial intelligence
You are able to read and understand a scientific article

Terms:
High salary plus % of the company’s profits. No salary limits.
Free working hour
Completely remote work
You can bring your team with you (up to 2)

Contacts: @alexeytur",ML-инженер
10058,"Ассистент бухгалтера в Baker Tilly Russia

teletype.in/@dreamjob/aNhKIJhAL

Отзывы о компании Baker Tilly Russia, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj_btr",non-IT
10059,"#вакансия #аналитик #fulltime #офис #минск #москва 

Аналитик

✔️BSL
✔️ЗП от 90000 до 130000 руки
✔️fulltime, офис
✔️г. Минск (м.Грушевка), 
✔️г. Москва (м.Дмитровская) 

Компания BSL — это опыт решения IT задач любой сложности.
Мы уже запустили собственные успешные проекты в сфере авиаобслуживания, логистики, такси и др, а также активно помогаем другим компаниям в создании самых разных сервисов — от веб-сайтов до сложных highload проектов.

Обязанности:
- Проработка и документирование требований к бизнес-процессам;
- Описание функциональных и нефункциональных требований к продукту;
- Анализ поведения пользователей клиентских и профессиональных приложений;
- Декомпозиция требований на релизы и управление ожиданиями заказчика;
- Взаимодействие со всеми участниками процесса: менеджерами, DevOps, разработчиками, тестировщиками.

Требования:
- Опыт работы в области производственной/системной аналитики не менее 1 года;
- Опыт бизнес-планирования в IT;
- Навыки построения диаграмм различных типов (Гант, BPMN, UML) 
- Продвинутый пользователь Excel, Drawio;
- Опыт подготовки технических заданий, функциональных спецификаций и другой проектной документации;
- Знание методологий разработки. 

Мы даем взамен возможность самореализации и нетворкинга:
- Прямое взаимодействие с бизнес-командой клиента;
- Динамичную команду единомышленников, которой важно создавать продукты, упрощающие жизнь пользователей;
- Открытость к вашим новым полезным и нестандартным идеям и амбициям.
А также всё, что нужно для комфортной работы:
- Стабильная «белая» заработная плата, трудоустройство по ТК РФ;
- Гибкое начало рабочего дня, отсутствие бюрократии;
- Бесплатную библиотеку и возможность проходить профильное обучение, посещение конференций и курсов за счет компании;
- Уголок отдыха с настольными играми и кухней, корпоративные мероприятия (будем рады твоему желанию стать частью нашей волейбольной/футбольной команды). 

Мои контакты:
@viktoriya_gw",Бизнес-аналитик
10060,"#вакансия #Unreal4 #Москва #C++ #офис

Должность: Unreal Engine
Компания: КА ИТ-Рекрут
Город: Москва
Зарплата: 200-300к
Контакты:@Natali_HRit

Привет!👋🏻
Меня зовут Натали и я ищу эксперта в области Unreal 4, владеющего С++ в группу компаний по производству мебели.

📌Проект - новая платформа для создания цифровых мебельных шоурумов.
Идея проекта: в онлайне зайти в шоурум, «потрогать», посмотреть, пооткрывать тумбочки, повключать светильники, выбрать что понравилось, добавить в корзину и купить не выходя из дома. И все это на экране лэптопа.

Очень удобно в период пандемии, ведь ремонт и обновление обстановки актуальны всегда 😀

⚡️Чем будешь заниматься на рабочем месте?
• Наметишь точки роста и разработки6 соберешь свою команду.
• Разрабатывать и поддерживать архитектуру кода
• Проектированием, реализацией, отладкой и поддержкой игровых механик на С++ и Blueprints
• Написанием технической документации

⭐️Требования:
• От 2-х лет опыта работы в игровой индустрии как специалиста
• Хорошее знание Unreal 4: умения работы с редакторами, плагины и API Blueprints
• Знание C++
• Знание SVN или Git

➕Огромным плюсом в карму будет:
• Знание Pixel Streaming
• Опыт в разработке веб-сервисов
• Опыт в работе с облачными сервисами
• Английским язык уровень upper intermediate и выше

❗️Условия:
• 200-300 к, обсуждаемо=) плюсом доля в проекте.
• Гибкий график работы
• Крутой светлый офис в центре Москвы (БЦ Фактория, м. Савеловская), можно работать удаленно
• Возможности профессионального и карьерного развития",Unreal-разработчик
10061,"Team Lead (Python/Go/MongoDB/Postgres)
в Remontista — умная платформа по подбору автосервисов в удобном для клиента месте.
От 200К, Москва.
Описание вакансии https://is.gd/ZOi1PU
Ищет Денис Гусев, его пост https://is.gd/HE0bh4
#python #go #golang #developer #teamlead #вакансия #москва",Backend-разработчик
10062,"Вакансия от Facehunt
Открыта вакансия РП.
Компания интегратор (не франч)
Метро савёловская 15 мин
Зп начальное 180к (серое) рост хороший (250к не предел)

Требования
Опыт работы программистом, и желание идти в РП
Собственник готов обучать и оттачивать.
До 35 лет
Опыт с ERP, CRM, УТ(10/11) приветствуются.

Работа в офисе 5/2 стандартно (удаленка здесь не работает) 

Пишите в личку или на t.shanshaev@facehunt.ru",unknown
10063,"Senior Go Developer / Team Lead (PHP, Go)
в Adnow Media — международная компания, активно развивающаяся в направлениях E-commerce, интернет маркетинга, IT и media. Входит в состав холдинга AD ru, занимающегося инвестированием в интернет-проекты и маркетинговые технологии.
Москва.
Описание вакансии http://amp.gs/gOdi
#go #golang #php #senior #developer #teamlead #вакансия #москва

Больше вакансий для Go и Rust разработчиков:
Telegram @forgoandrust",PHP-разработчик
10064,"#swift  #remote
Artec - мы занимаемся уже больше 15 лет разработкой и тестированием ПО в сфере банкинга, игр, мобильных и серверных приложений.Сейчас усиливаем команду проекта (Банковское ПО).

Обязанности:
Разрабатывать ПО на платформе iOS (Swift)
Искать проблемы в существующем коде, исправлять баги
Взаимодействовать с командой разработчиков, тестировщиков
Заниматься отладкой кода

Требования:
Понимание и использование принципов ООП, SOLID
Знание Swift 5
MVVM, VIPER
Опыт работы с протоколами REST/JSON API
Умение работать с чужим кодом

• Удаленно
• до 150 000 руб на руки

Контакты:
Почта: hr@artecbpo.com
Телеграм: @mariaa_kot",iOS-разработчик
10065,"Менеджер по продуктовому маркетингу в Яндекс.Деньги (Москва)

Нужен опыт вывода цифровых продуктов на рынок, сильные навыки проектного менеджмента (JIRA, Confluence). Знание английского языка — не ниже Upper-Intermediate.

Откликнуться по ссылке

#ИТ #маркетинг #middle #Москва #Yandex",non-IT
10066,"Junior Elixir/Erlang Developer
в Adwirk Group — группа компаний, объединяющая высокотехнологичные продукты в сфере adtech и affiliate marketing.
Санкт-Петербург.
Описание вакансии https://is.gd/OlYvq1
#junior #elixir #erlang #developer #вакансия #санктпетербург

Больше вакансий для начинающих специалистов:
Telegram @jobforjunior
Facebook https://is.gd/f8JDFJ",unknown
10067,"#Solidity

Крипто-валютная компания EmiSwap ищет сотрудника на позицию  Блокчейн разработчик (Solidity программист/Ethereum blockchain developer)

О компании:
EmiSwap – это децентрализованный и автоматизированный протокол для обмена криптовалют, 100% комиссий которого распределяется между пользователями платформы. EmiSwap – это первый проект EmiDAO.

В апреле биржа EmiSwap запустила уникальные условия для поставщиков ликвидности, в рамках которых доходность от поставки ликвидности в протокол выросла в 10 раз. Также проект предлагает поставщикам ликвидности возможность получить NFT карту лимитированной коллекции в случае – всего на объем в 10 миллионов долларов будет разыграно 1001 NFT карта.

Также EmiSwap стал первой биржей, которая компенсирует расходы на газ в сети Ethereum за любые операции в протоколе включая поставку ликвидности и обмен.

👉Обязанности:
•  Разработка смарт-контрактов на Solidity (Ethereum Blockchain);
•  Тестирование по стандартам (ERC20, ERC179, ERC721);
•  Участие в написании документации.
👉Требования:
•  Опыт написания смарт-контрактов на Solidity;
•  Глубокие знания платформы Ethereum;
•  Способность писать поддерживаемый код, покрывать функциональность тестами;
•  Английский язык на уровне свободного чтения документации и именования классов и полей;
•  Знание известных блокчейн решений (на уровне White Paper).
👉Плюсом будет если знаете:
•  Опыт работы с другими решениями на базе блокчейн;
•  Опыт разработки back-end решений и/или web-приложений;
•  Опыт участия в крупных проектах;
•  Опыт работы в Agile команде.
👉Условия:
•  Неограниченные возможности для карьерного и профессионального роста и участия в развитии бренда;
•  Бонусы за личные достижения и вклад в развитие компании;
•  Возможность развивать высокомаржинальный проект в перспективном сегменте рынка;
•  Международная рабочая среда в команде увлеченных большой целью людей;
•  Полностью удаленный формат работы без трекинга;
•  Уникальные бизнес-задачи;
•  Энергичный, дружелюбный и профессиональный коллектив.

Присылайте резюме:
Telegram @Sofia_Emidao",unknown
10068,"Алоха, друзья 🖖
Мы ищем к себе в команду классного дизайнера!


Что будем делать

В приложении (iOS, Android) будем создавать сервисы, чтобы люди наконец-то научились управлять своими деньгами грамотно. 
Проблемы более чем реальны и их много: например, 63% людей по статистике в России не имеют никаких сбережений 😧 У тебя есть реальная возможность повлиять на ситуацию.


Что предлагаем

• По-настоящему сложные задачи
• Работа с большой и очень разной аудиторией
• Много исследований, интервью, тестирований и возможность впитать все эти знания
• Заряженная и дружная команда
• ЗП в рынке (и чуть выше 😉), соцпакет, ДМС с родственниками и стоматологией, премии, корп. обучение и т.д. 
• Офис на м. Кутузовская
Готовы рассмотреть вариант удаленки с работой в Питерском офисе 


Что ждём от тебя

Рассматриваем от middle до senior 

• Горящие глаза и искреннее желание помочь пользователям
• Критическое мышление и способность аргументированно доказать свою точку зрения
• Умение слушать и воспринимать критику
• Способность работать в команде, легко находить общий язык с аналитиками и разработчиками


Hard skills

• Figma или Sketch, Principle (или другие инструменты прототипирования), пакет Adobe
• Понимание гайдов (HIG, Material) и принципов разработки
• Желателен хотя бы минимальный опыт работы с мобильными приложениями

Присылайте ваши резюме и вопросы в телеграм @Aisenok или @ialexbond
Если вдруг вакансия вам не подходит, но вы знаете, кому она может быть интересна — будем благодарны за репост✨",non-IT
10069,"#jobs Ищу себе Тим лида/сеньора в стартап, который прошел акселерацию plug and play для b2b проектов.
Кратенько так:
1)      Работать в Москве;
2)      Будут командировки в США, для отработки на стороне заказчиков с их датасетами.
3)      Зп от 300 тыс рублей в месяц и выше(все варианты обсуждаемы).
4)      Команда: разработчики в Алматы, архитекторы в Минске, адвайзеры и аналитики в США.
5)      Возможность работать с экспертами международного уровня (по запросу подключим адвайзеров необходимых для проекта на T&M основе).

Обратная связь
Yerzhan.b@cognive.com
csneddy@yandex.ru

Оффициально вот так:",0
10070,"Веб-аналитик в Rambler

teletype.in/@dreamjob/yw6mXmP-A

Если вы текущий или бывший сотрудник компании Rambler, вы можете оставить отзыв о работодателе на сайте Dream Job: bit.ly/dj_rambler",0
10071,"Chief Operation Officer
в Playkot — компания-разработчик социальных и мобильных игр.
Релокация на Кипр.
Описание вакансии.
Рекомендует Ольга Вагнер, ее пост.",non-IT
10072,"Team Lead (Android/iOS/JS/PHP/Python/Golang/C#) 
в Ozon — один из первых российских проектов электронной коммерции в сегменте В2С, входит в топ-7 интернет-ритейлеров по версии Data Insight.
Москва.
Предстоит поднимать разработку в новом отделе - Ozon Robotics.
Описание вакансии http://amp.gs/yrAO
Ищет Павел Вершинин, его пост http://amp.gs/yrAd
Откликаться в личку или на сайте компании.
#teamlead #androiddev #iosdev #php #python #javascript #js #golang #вакансия",Несколько вакансий
10073,"Вакансии в inDriver
🔹Backend Developer
🔹Middle Android Developer
🔹Middle iOS Developer
🔹QA Automation Engineer
🔹DevOps Engineer/Системный администратор
🔹Data Scientist/Machine Learning Engineer
inDriver — международный сервис пассажирских и грузовых перевозок со штаб-квартирой в Нью-Йорке, входит в топ-10 крупнейших райдшеринговых приложений.
Москва.
Другие вакансии компании https://is.gd/jyoOVV
Откликаться на GeekJob.ru
#go #php #backend #developer #middle #ios #iosdev #android #androiddev #mobiledeveloper #swift #kotlin #tester #qa #devops #sysadmin #analyst #datascientist #вакансия #москва

Больше вакансий из IT & Digital вы можете найти в наших тематических каналах: https://is.gd/jt2FyU",Несколько вакансий
10074,"Внимание! Вакансии нет на российских job ресурсах: Креативный лидер в Tik Tok (Москва)

Tik Tok is waiting for a Creative Client Solutions Lead who will plan, manage and develop the account management team.

The company needs a performance oriented person with past or current experience in Gaming, App or Advertising.

Подробнее по ссылке

#ит #middle #москва #tiktok",non-IT
10075,"Data analyst в Консультант Плюс

teletype.in/@dreamjob/tVzrkzI4p

Отзывы о компании Консультант Плюс, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj_consultantplus",Аналитик данных
10076,"Директор по продажам в агропромышленный холдинг Агро-Альянс (Санкт-Петербург)

Крупный российский агропромышленный холдинг объявляет конкурс на вакансию Директора по продажам.

Успешный кандидат займется развитием бизнеса в каналах B2C,B2B, B2G, а также поможет расширить присутствие компании на рынке, в том числе, через усовершенствование системы дистрибуции. 

Очень ждут отклики кандидатов с опытом работы в крупных производственно-торговых компаниях. Знания в области маркетинга — весомое преимущество.

Подробнее по ссылке

#сельскоехозяйство #top #санктпетербург #АгроАльянс",non-IT
10077,"#python #москва #ведущийаналитик                                                                                                                  

Вакансия: Ведущий аналитик
От 200.000

Основные задачи:
⦁    Разработка и модификация моделей поиска аномалий в большом объеме статистических данных, в том числе геоданных;
⦁    Разработка и модификация моделей восстановления данных, с учетом существующих ограничений по виду распределения их во времени и в пространстве;
⦁    Разработка автоматизированной системы для регулярного анализа данных на основе современного инструментария python, apache spark, jupyter, zeppelin, sql, etc.
⦁    Разработка и описание методик обработки геоаналитических данных для дальнейшего патентования;
⦁    Создание и развитие внутренней инфраструктуры для обработки и анализа данных, построения моделей.

Требования:
⦁    Профильное высшее образование в области математики/статистики или Хорошая математическая база, понимание принципов математической статистики.;
⦁    Отличное знание Python (стек: sklearn/numpy/pandas/scipy) и Jupyter Notebook;
⦁    Отличное знание SQL;

Условия:
⦁    Участие в масштабных и уникальных проектах;
⦁    Работа с неординарными и интересными задачами;
⦁    Проведение семинаров/лекций по математическим методам моделирования, data mining и машинному обучению;
⦁    Стабильную оплату и удобный график работы;
⦁    Комфортный офис м. «Кузнецкий Мост» Таганско- Краснопресненской линии, 
(по адресу: г. Москва,  улица Неглинная 17 с.2)
⦁    Всегда для Вас в офисе: чай, кофе.
⦁    Выбор времени начала рабочего дня (9:00 – 11:00)

Иван Витальевич
+7 (999) 858-43-28
recruit@pntr.io",Аналитик данных
10078,"Product Design Director в видеоигровую компанию Иксолла (Удаленно)

Иксолла в поиске сильного Дизайн директора с продуктовым бэкграундом, который сможет выстроить процессы и консистентность дизайна (более 15 продуктов), а также управлять и развивать команду из 10+ продуктовых дизайнеров, работающих над сервисами в диапазоне от платежей до платформы инвестиций в играх и конструктора сайтов.

На этой позиции кандидату важен опыт в менеджменте дизайн-команд, хороший английский язык для коммуникаций с коллегами по всему миру и амбиции делать продукты мирового уровня.

Подробнее по ссылке

#game #top #удаленно #Иксолла",non-IT
10079,"Software Engineer
в Cherry Labs — американская компания, образованная разработчиками из России. Создает решение на основе дополненного ИИ для распознавания человеческих действий и их контекста по видео.
Удаленная работа.
Возможность релокации в США.
Ищет Николай Давыдов, его пост.",Разработчик
10080,"#вакансия #leadbackend
Город и адрес офиса: Москва
Формат работы: удаленка
Занятость: полная
Зарплатная вилка: от 250 000 до 300 000
Описание вакансии: 
Обязанности
Разработка микросервисов и их API
Планирование работы команды
Найм команды
Требования
Опыт руководства командой и найма (от 2 лет)
Отличное знание nodejs
Умение разрабатывать и поддерживать highload системы
Уверенное знание парадигм, паттернов (DDD, ES + CQRS), микросервисной архитектуры.
Понимание принципов микросервисной архитектуры
Умение проектировать архитектуру микросервисов
Знание инструментов для логирования, трассировки запросов
Понимание continuous integration.
Понимание технологий: postgresql, elasticsearch, redis, RabbitMQ
Блокировки, транзакции, ACID
Опыт написания сложных SQL-запросов и их оптимизация
Автогенерация документации
Владение Linux выше среднего (как минимум можете пробросить порты и определить, где лежат самые тяжёлые файлы)
Будет плюсом NoSQL БД
контакт @nefertiti_ru",Backend-разработчик
10081,"Product Analyst в Avito

teletype.in/@dreamjob/sZxGb8_Od

Отзывы о компании Avito, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj__avito",Продуктовый аналитик
10082,"Генеральный директор в ресторанную группу премиум-класса (Санкт-Петербург)

Интересная возможность стать частью команды ресторанной группы премим-класса, вступив в должность Генерального директора.

Среди основных обязанностей директора — управление финансово-хозяйственной деятельностью и стратегическим развитием компании, обеспечение доходности, контроль выполнения KPI-показателей. Новому сотруднику также предстоит стать лидером коллектива и инициировать эффективное взаимодействие всех структурных подразделений группы.

Важен опыт работы от 5 лет в должности Генерального/Территориального/Операционного директора группы ресторанов.

Подробнее по ссылке

#horeca #top #санктпетербург",non-IT
10083,"#REST #SwaggerUI  #msk
Мы - Digital подразделение Росбанка, занимаемся разработкой системы Дистанционного Банковского Обслуживания с нуля. 
Срочно ищем системных аналитиков в наш дружный коллектив

Обязанности:
Описание требований к backend микросервисам и frontend (МП) в confluence и swagger (REST APIs).

Требования:
Опыт описания функциональных требований к веб-приложениям;
Знания XML, XSD, REST, SQL;
Опыт работы в MS Word, Excel, Visio, Confluence, Jira;
Желателен опыт описания REST APIs в swagger.

• Москва
• До 180 тысяч рублей в зависимости от опыта

Контакты:
TG: @vitaly1311",unknown
10084,"·6·

Разработчик Atlassian в НИУ ВШЭ

Некоторые задачи:

- Обслуживание, настройка, сопровождение систем Atlassian Jira, Confluence, Crowd; 
- Доработка модулей, настройка по запросам пользователей; 
- Разработка и расширение функционала (Scriptrunner, Groovy, Sil).

Детали: hse.ru/mirror/pubs/share/424483148

Контакт: mkosareva@hse.ru",unknown
10094,"Директор образовательных программ
в Фоксфорд — онлайн-школа для учеников 3−11 классов, учителей и родителей. На онлайн-курсах и индивидуальных занятиях школьники готовятся к ЕГЭ, ОГЭ, олимпиадам, изучают школьные предметы. Занятия ведут преподаватели МГУ, МФТИ, ВШЭ и других ведущих вузов страны.
Москва.
Описание вакансии https://is.gd/nUoLuW
#product #CPO #headofproduct #вакансия #москва",non-IT
10085,"Райффайзенбанк в поиске Head of Financial Controlling (Москва)

Это ключевая роль в банке, уровень Board-1. Ищут кандидата, который возглавит отдел финансового контроллинга и будет отвечать за финансовое управление банком. 

Требуется опыт в банковских продуктах, операциях, транзакциях; опыт при построении управленческой отчетности банка по МСФО и базовых принципов бухгалтерского учета по российским стандартам в банке; опыт в основных функциях казначейства и методологии трансфертного ценообразования. Способность влиять как на многофункциональные команды, так и на высшее руководство и заинтересованные стороны. Свободный английский.

Подробнее по ссылке 

#банк #финансы #top #Москва #Райффайзенбанк",non-IT
10086,"Software Support Engineer (Java SE) в Teradata

teletype.in/@dreamjob/E0SwvgVt8

Если вы текущий или бывший сотрудник Teradata, вы можете оставить отзыв о работодателе на сайте Dream Job: bit.ly/dj_teradata",unknown
10087,"Креативный и PR директор в музыкальный лейбл Self Made Music (Аrtik & Asti и Артем Качер) (Москва)

Для управления PR-активностями музыкального лейбла Self Made Music разыскивается Креативный и PR директор, понимающий потребности и предпочтения целевой аудитории проекта — поколений Y и Z.

Важной целью должности станет привлечение топ артистов, брендов и медиаресурсов для сотрудничества с лейблом. Кроме того, предстоит много задач по разработке и реализации стратегий развития бренда в Youtube, Instagram и Tik Tok.

Подробнее по ссылке

#музыка #top #москва #SelfMadeMusic",non-IT
10088,"Head of Product
в Авито, в вертикаль General.
Москва.
Ищет Алексей Куракин, его пост https://is.gd/S6KMYt
#headofproduct #product #вакансия #москва

Больше вакансий для продактов и проджектов:
Telegram @Forproducts
Facebook https://is.gd/FnsdIP",Product-менеджер
10089,"HRD
в Winstrike Agency — агентство киберспортивного маркетинга, миссия которого — стать проводником в мир киберспорта и гейминга для брендов.
Москва.
Описание вакансии https://is.gd/iNBMrk
Откликаться на GeekJob.ru
#hr #hrd #вакансия #москва",non-IT
10090,"∪∪∪

GeekBrains ищет в команду EdTech-евангелиста. 

– Мы в поисках человека, влюбленного в онлайн-образование и нетворкинг. Настоящего супергероя с разветвленной сетью шпионских (зачеркнуто) теплых контактов в университетах, бизнесе и НКО. Ну или как минимум –  с пониманием, как эти контакты найти и что с ними делать.

Детали: hh.ru/vacancy/38740069 

Контакт: a.krivobokova@corp.mail.ru",non-IT
10091,"Внимание! Вакансии нет на российских job ресурсах: Head of Legal & Government Relations Russia & CIS в Bridgestone (Москва)

The Head of Legal & GR leading a team for the day-to-day legal and compliance support of the CEO of our Russia and CIS operations (both legal entities) and his leadership team as it is going through a significant transformation phase.

Key support areas include the structuring of commercial transactions and drafting and negotiating of contracts with key Bridgestone dealers, in both wholesale and retail market segments and located across the export markets. 

Подробнее по ссылке

#авто #top #москва #bridgestone",non-IT
10092,"🔹Marketing/Traffic Manager (Keiki) в Genesis🔹

#vacancy #Ukraine #Kyiv #Office #FullTime #jobitt #Genesis

Привіт! 🤚Мене звати Юлія. Я - TA Specialist компанії Genesis.

Зараз ми в пошуку драйвового Marketing Specialist в команду Keiki в Genesis, який буде займатися закупкою користувачів з позитивним ROI для наших додатків, а також займатися аналізом рекламних кампанії та їх маштабуванням.

🏠 Форма роботи - офіс 
🌍 Локація - Київ 
💰ЗП від 800 $ 

Вимоги: 

— 6+ місяців
— досвід в запуску кампаній у FACEbook і\або Google Ads;
— вміти аналізувати маркетингові дані і приймати рішення на основі аналізу;
— досвід роботи з дизайн командою для створення креативів;
— розуміти основні метрики digital маркетингу;
— володіння англійською на рівні Upper-Intermediate.

Ми пропонуємо такі бенефіти: 

—Комфортний офіс у 5 хвилинах від метро Тараса Шевченка з лаунж зонами та кухнею;
—Повноцінне харчування – сніданки, обіди, безмежна кількість фруктів, снеків та йогуртів в офісі;
—Конкурентну заробітну плату та оформлення по ФОП;
—20 робочих днів відпустки, 100% оплату лікарняних та медичне страхування;
—Безкоштовні тренування з бігу, футболу, баскетболу, волейболу та йоги, оплата участі у міжнародних змаганнях;
—Інвестиції в навчання на зовнішніх тренінгах і семінарах, доступ до внутрішньої бази знань, компенсації індивідуальних занять англійською;
—Участь в регулярних тімбілдінгах та корпоративах.


☎️ Якщо виникли запитання або ви хочете дізнатись більше деталей - радо відповім вам в Телеграм    @YuliiaHordiienko",non-IT
10093,"Финансовый аналитик в МТС

teletype.in/@dreamjob/OWn1ltZiB

Отзывы о компании МТС, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj_mts",non-IT
10095,"Директор по персоналу
в «Дневник.ру» — закрытая защищённая цифровая образовательная платформа, в которой зарегистрировано большинство школ страны.
Санкт-Петербург.
Описание вакансии https://is.gd/tZSLMl
#hr #hrd #вакансия #санктпетербург",non-IT
10096,"CTO (PHP, Postgress, React, MySQL, Nginx)
в международный EdTech-продукт, лидер в своем сегменте.
Москва.

Задачи: полная техническая ответственность за продукт;
технологическое лидерство, арбитраж выбора технологий, определение стратегии; выбор оптимальных технических решений для реализации бизнес задач; RND; организация эффективной работы команды.

Подробнее https://is.gd/gH52bc
Ищет Анна Любимова lubimova@new.hr
#php #developer #teamlead #CTO #вакансия #москва

Больше вакансий для ТОПов:
Telegram @forchiefs
Facebook https://new.hr/a557
LinkedIn https://new.hr/eh9f",IT-директор
10097,"Account director
в ARTCOM - независимое рекламное агентство, входит в TOP10 независимых агенств России по медиа-биллингу.
Москва.
Описание вакансии http://amp.gs/yAB4
#sales #account #CAO #вакансия 

Больше вакансий в продажах и развитии бизнеса:
Telegram @forallsales
VKontakte http://amp.gs/yABU
Facebook http://amp.gs/yABV",non-IT
10098,"Вакансии в Криптонит
🔹 Team Lead / Senior Site Realibility Engineer / Senior SRE (Kubernetes)
🔹 Team Lead / Senior Go Developer (Kubernetes)
🔹 Team Lead / Senior Site Realibility Engineer (BigData)
Криптонит — компания занимается разработкой ИТ-продуктов и исследованиями с использованием передовых технологий. В числе приоритетных направлений — квантовые вычисления и криптография, технологии и решения в области хранения, обработки и управления большими данными, машинное обучение и нейросети, информационная безопасность.
Москва
Откликаться на GeekJob.ru
#teamlead #вакансия #москва #go #golang #developer #sre",Несколько вакансий
